,type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
1285,Order granted,2015,4,Adoption,Foreign,Step parent,Female,10-14 years,18
1286,Order granted,2015,4,Adoption,Foreign,Step parent,Female,15-17 years,9
1287,Order granted,2015,4,Adoption,Foreign,Step parent,Female,5-9 years,3
1288,Order granted,2015,4,Adoption,Foreign,Step parent,Male,10-14 years,12
1289,Order granted,2015,4,Adoption,Foreign,Step parent,Male,15-17 years,3
1290,Order granted,2015,4,Adoption,Foreign,Step parent,Male,5-9 years,6
1291,Order granted,2016,1,Adoption,Foreign,M/F couple,Female,1-4 years,6
1292,Order granted,2016,1,Adoption,Foreign,M/F couple,Female,5-9 years,9
1293,Order granted,2016,1,Adoption,Foreign,M/F couple,Male,1-4 years,9
1294,Order granted,2016,1,Adoption,Foreign,M/F couple,Male,10-14 years,6
1295,Order granted,2016,1,Adoption,Foreign,M/F couple,Male,15-17 years,6
1296,Order granted,2016,1,Adoption,Foreign,M/F couple,Male,5-9 years,6
1297,Order granted,2016,1,Adoption,Foreign,Same sex couple,Male,5-9 years,3
1298,Order granted,2016,1,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1299,Order granted,2016,1,Adoption,Foreign,Sole applicant,Female,10-14 years,3
1300,Order granted,2016,1,Adoption,Foreign,Sole applicant,Female,15-17 years,15
1301,Order granted,2016,1,Adoption,Foreign,Sole applicant,Female,5-9 years,3
1302,Order granted,2016,1,Adoption,Foreign,Sole applicant,Male,15-17 years,3
1303,Order granted,2016,1,Adoption,Foreign,Sole applicant,Male,5-9 years,6
1304,Order granted,2016,1,Adoption,Foreign,Step parent,Female,10-14 years,6
1305,Order granted,2016,1,Adoption,Foreign,Step parent,Female,15-17 years,6
1306,Order granted,2016,1,Adoption,Foreign,Step parent,Male,10-14 years,6
1307,Order granted,2016,1,Adoption,Foreign,Step parent,Male,15-17 years,6
1308,Order granted,2016,1,Adoption,Foreign,Step parent,Male,5-9 years,6
1309,Order granted,2016,1,Adoption,Foreign,Step parent,Male,Other,3
1310,Order granted,2016,2,Adoption,Foreign,M/F couple,Female,1-4 years,15
1311,Order granted,2016,2,Adoption,Foreign,M/F couple,Female,10-14 years,3
1312,Order granted,2016,2,Adoption,Foreign,M/F couple,Female,5-9 years,6
1313,Order granted,2016,2,Adoption,Foreign,M/F couple,Male,1-4 years,9
1314,Order granted,2016,2,Adoption,Foreign,M/F couple,Male,15-17 years,3
1315,Order granted,2016,2,Adoption,Foreign,M/F couple,Male,5-9 years,3
1316,Order granted,2016,2,Adoption,Foreign,Sole applicant,Female,1-4 years,6
1317,Order granted,2016,2,Adoption,Foreign,Sole applicant,Female,15-17 years,3
1318,Order granted,2016,2,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1319,Order granted,2016,2,Adoption,Foreign,Sole applicant,Female,Other,6
1320,Order granted,2016,2,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1321,Order granted,2016,2,Adoption,Foreign,Sole applicant,Male,10-14 years,6
1322,Order granted,2016,2,Adoption,Foreign,Sole applicant,Male,15-17 years,9
1323,Order granted,2016,2,Adoption,Foreign,Sole applicant,Male,5-9 years,3
1324,Order granted,2016,2,Adoption,Foreign,Sole applicant,Male,Other,3
1325,Order granted,2016,2,Adoption,Foreign,Step parent,Female,10-14 years,3
1326,Order granted,2016,2,Adoption,Foreign,Step parent,Female,15-17 years,3
1327,Order granted,2016,2,Adoption,Foreign,Step parent,Female,5-9 years,3
1328,Order granted,2016,2,Adoption,Foreign,Step parent,Male,10-14 years,9
1329,Order granted,2016,2,Adoption,Foreign,Step parent,Male,5-9 years,3
1330,Order granted,2016,3,Adoption,Foreign,M/F couple,Female,1-4 years,15
1331,Order granted,2016,3,Adoption,Foreign,M/F couple,Male,1-4 years,6
1332,Order granted,2016,3,Adoption,Foreign,M/F couple,Male,10-14 years,6
1333,Order granted,2016,3,Adoption,Foreign,M/F couple,Male,5-9 years,3
1334,Order granted,2016,3,Adoption,Foreign,Other or not stated,Female,15-17 years,3
1335,Order granted,2016,3,Adoption,Foreign,Sole applicant,Female,1-4 years,9
1336,Order granted,2016,3,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1337,Order granted,2016,3,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1338,Order granted,2016,3,Adoption,Foreign,Sole applicant,Female,Other,3
1339,Order granted,2016,3,Adoption,Foreign,Sole applicant,Male,10-14 years,12
1340,Order granted,2016,3,Adoption,Foreign,Sole applicant,Male,15-17 years,3
1341,Order granted,2016,3,Adoption,Foreign,Sole applicant,Male,5-9 years,6
1342,Order granted,2016,3,Adoption,Foreign,Step parent,Female,10-14 years,15
1343,Order granted,2016,3,Adoption,Foreign,Step parent,Female,15-17 years,9
1344,Order granted,2016,3,Adoption,Foreign,Step parent,Female,5-9 years,3
1345,Order granted,2016,3,Adoption,Foreign,Step parent,Female,Other,3
1346,Order granted,2016,3,Adoption,Foreign,Step parent,Male,10-14 years,9
1347,Order granted,2016,3,Adoption,Foreign,Step parent,Male,5-9 years,9
1348,Order granted,2016,4,Adoption,Foreign,M/F couple,Female,1-4 years,12
1349,Order granted,2016,4,Adoption,Foreign,M/F couple,Female,10-14 years,3
1350,Order granted,2016,4,Adoption,Foreign,M/F couple,Female,5-9 years,3
1351,Order granted,2016,4,Adoption,Foreign,M/F couple,Male,1-4 years,9
1352,Order granted,2016,4,Adoption,Foreign,M/F couple,Male,<1 year,3
1353,Order granted,2016,4,Adoption,Foreign,Same sex couple,Male,10-14 years,3
1354,Order granted,2016,4,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1355,Order granted,2016,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
1356,Order granted,2016,4,Adoption,Foreign,Sole applicant,Female,Other,3
1357,Order granted,2016,4,Adoption,Foreign,Sole applicant,Male,1-4 years,6
1358,Order granted,2016,4,Adoption,Foreign,Sole applicant,Male,10-14 years,6
1359,Order granted,2016,4,Adoption,Foreign,Sole applicant,Male,15-17 years,9
1360,Order granted,2016,4,Adoption,Foreign,Sole applicant,Male,5-9 years,6
1361,Order granted,2016,4,Adoption,Foreign,Step parent,Female,10-14 years,3
1362,Order granted,2016,4,Adoption,Foreign,Step parent,Female,15-17 years,9
1363,Order granted,2016,4,Adoption,Foreign,Step parent,Male,10-14 years,6
1364,Order granted,2016,4,Adoption,Foreign,Step parent,Male,15-17 years,3
1365,Order granted,2016,4,Adoption,Foreign,Step parent,Male,5-9 years,3
1366,Order granted,2017,1,Adoption,Foreign,M/F couple,Female,1-4 years,9
1367,Order granted,2017,1,Adoption,Foreign,M/F couple,Female,10-14 years,6
1368,Order granted,2017,1,Adoption,Foreign,M/F couple,Female,15-17 years,3
1369,Order granted,2017,1,Adoption,Foreign,M/F couple,Female,5-9 years,3
1370,Order granted,2017,1,Adoption,Foreign,M/F couple,Male,1-4 years,15
1371,Order granted,2017,1,Adoption,Foreign,M/F couple,Male,10-14 years,6
1372,Order granted,2017,1,Adoption,Foreign,M/F couple,Male,15-17 years,3
1373,Order granted,2017,1,Adoption,Foreign,M/F couple,Male,5-9 years,6
1374,Order granted,2017,1,Adoption,Foreign,Sole applicant,Female,10-14 years,9
1375,Order granted,2017,1,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1376,Order granted,2017,1,Adoption,Foreign,Sole applicant,Female,5-9 years,12
1377,Order granted,2017,1,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1378,Order granted,2017,1,Adoption,Foreign,Sole applicant,Male,10-14 years,9
1379,Order granted,2017,1,Adoption,Foreign,Sole applicant,Male,15-17 years,12
1380,Order granted,2017,1,Adoption,Foreign,Sole applicant,Male,5-9 years,12
1381,Order granted,2017,1,Adoption,Foreign,Step parent,Female,1-4 years,6
1382,Order granted,2017,1,Adoption,Foreign,Step parent,Female,10-14 years,6
1383,Order granted,2017,1,Adoption,Foreign,Step parent,Female,15-17 years,6
1384,Order granted,2017,1,Adoption,Foreign,Step parent,Female,5-9 years,6
1385,Order granted,2017,1,Adoption,Foreign,Step parent,Female,Other,6
1386,Order granted,2017,1,Adoption,Foreign,Step parent,Male,10-14 years,12
1387,Order granted,2017,1,Adoption,Foreign,Step parent,Male,15-17 years,9
1388,Order granted,2017,1,Adoption,Foreign,Step parent,Male,5-9 years,6
1389,Order granted,2017,2,Adoption,Foreign,M/F couple,Female,1-4 years,15
1390,Order granted,2017,2,Adoption,Foreign,M/F couple,Female,5-9 years,3
1391,Order granted,2017,2,Adoption,Foreign,M/F couple,Male,1-4 years,12
1392,Order granted,2017,2,Adoption,Foreign,M/F couple,Male,15-17 years,3
1393,Order granted,2017,2,Adoption,Foreign,M/F couple,Male,5-9 years,3
1394,Order granted,2017,2,Adoption,Foreign,Other or not stated,Female,15-17 years,3
1395,Order granted,2017,2,Adoption,Foreign,Other or not stated,Male,10-14 years,6
1396,Order granted,2017,2,Adoption,Foreign,Other or not stated,Male,5-9 years,6
1397,Order granted,2017,2,Adoption,Foreign,Same sex couple,Female,1-4 years,3
1398,Order granted,2017,2,Adoption,Foreign,Sole applicant,Female,1-4 years,6
1399,Order granted,2017,2,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1400,Order granted,2017,2,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1401,Order granted,2017,2,Adoption,Foreign,Sole applicant,Female,5-9 years,12
1402,Order granted,2017,2,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1403,Order granted,2017,2,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1404,Order granted,2017,2,Adoption,Foreign,Sole applicant,Male,15-17 years,3
1405,Order granted,2017,2,Adoption,Foreign,Sole applicant,Male,5-9 years,18
1406,Order granted,2017,2,Adoption,Foreign,Sole applicant,Male,Other,9
1407,Order granted,2017,2,Adoption,Foreign,Step parent,Female,1-4 years,3
1408,Order granted,2017,2,Adoption,Foreign,Step parent,Female,10-14 years,18
1409,Order granted,2017,2,Adoption,Foreign,Step parent,Female,15-17 years,9
1410,Order granted,2017,2,Adoption,Foreign,Step parent,Female,5-9 years,6
1411,Order granted,2017,2,Adoption,Foreign,Step parent,Male,10-14 years,18
1412,Order granted,2017,2,Adoption,Foreign,Step parent,Male,15-17 years,6
1413,Order granted,2017,2,Adoption,Foreign,Step parent,Male,Other,3
1414,Order granted,2017,3,Adoption,Foreign,M/F couple,Female,1-4 years,15
1415,Order granted,2017,3,Adoption,Foreign,M/F couple,Female,15-17 years,3
1416,Order granted,2017,3,Adoption,Foreign,M/F couple,Female,5-9 years,3
1417,Order granted,2017,3,Adoption,Foreign,M/F couple,Male,1-4 years,15
1418,Order granted,2017,3,Adoption,Foreign,M/F couple,Male,5-9 years,6
1419,Order granted,2017,3,Adoption,Foreign,M/F couple,Male,<1 year,3
1420,Order granted,2017,3,Adoption,Foreign,Same sex couple,Male,1-4 years,3
1421,Order granted,2017,3,Adoption,Foreign,Same sex couple,Male,5-9 years,3
1422,Order granted,2017,3,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1423,Order granted,2017,3,Adoption,Foreign,Sole applicant,Female,15-17 years,6
1424,Order granted,2017,3,Adoption,Foreign,Sole applicant,Female,5-9 years,3
1425,Order granted,2017,3,Adoption,Foreign,Sole applicant,Female,Other,3
1426,Order granted,2017,3,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1427,Order granted,2017,3,Adoption,Foreign,Sole applicant,Male,5-9 years,9
1428,Order granted,2017,3,Adoption,Foreign,Step parent,Female,10-14 years,12
1429,Order granted,2017,3,Adoption,Foreign,Step parent,Female,15-17 years,12
1430,Order granted,2017,3,Adoption,Foreign,Step parent,Female,5-9 years,12
1431,Order granted,2017,3,Adoption,Foreign,Step parent,Male,15-17 years,9
1432,Order granted,2017,4,Adoption,Foreign,M/F couple,Female,1-4 years,12
1433,Order granted,2017,4,Adoption,Foreign,M/F couple,Female,5-9 years,9
1434,Order granted,2017,4,Adoption,Foreign,M/F couple,Female,<1 year,3
1435,Order granted,2017,4,Adoption,Foreign,M/F couple,Female,Other,3
1436,Order granted,2017,4,Adoption,Foreign,M/F couple,Male,1-4 years,6
1437,Order granted,2017,4,Adoption,Foreign,M/F couple,Male,15-17 years,3
1438,Order granted,2017,4,Adoption,Foreign,M/F couple,Male,5-9 years,9
1439,Order granted,2017,4,Adoption,Foreign,Other or not stated,Male,10-14 years,3
1440,Order granted,2017,4,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1441,Order granted,2017,4,Adoption,Foreign,Sole applicant,Female,15-17 years,15
1442,Order granted,2017,4,Adoption,Foreign,Sole applicant,Female,5-9 years,9
1443,Order granted,2017,4,Adoption,Foreign,Sole applicant,Male,10-14 years,6
1444,Order granted,2017,4,Adoption,Foreign,Sole applicant,Male,15-17 years,12
1445,Order granted,2017,4,Adoption,Foreign,Sole applicant,Male,Other,6
1446,Order granted,2017,4,Adoption,Foreign,Step parent,Female,10-14 years,3
1447,Order granted,2017,4,Adoption,Foreign,Step parent,Female,15-17 years,6
1448,Order granted,2017,4,Adoption,Foreign,Step parent,Female,Other,3
1449,Order granted,2017,4,Adoption,Foreign,Step parent,Male,10-14 years,15
1450,Order granted,2017,4,Adoption,Foreign,Step parent,Male,15-17 years,12
1451,Order granted,2017,4,Adoption,Foreign,Step parent,Male,Other,3
1452,Order granted,2018,1,Adoption,Foreign,M/F couple,Female,1-4 years,18
1453,Order granted,2018,1,Adoption,Foreign,M/F couple,Female,5-9 years,12
1454,Order granted,2018,1,Adoption,Foreign,M/F couple,Male,1-4 years,9
1455,Order granted,2018,1,Adoption,Foreign,M/F couple,Male,5-9 years,9
1456,Order granted,2018,1,Adoption,Foreign,Same sex couple,Female,1-4 years,3
1457,Order granted,2018,1,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1458,Order granted,2018,1,Adoption,Foreign,Sole applicant,Female,10-14 years,6
1459,Order granted,2018,1,Adoption,Foreign,Sole applicant,Female,15-17 years,15
1460,Order granted,2018,1,Adoption,Foreign,Sole applicant,Female,<1 year,3
1461,Order granted,2018,1,Adoption,Foreign,Sole applicant,Male,10-14 years,9
1462,Order granted,2018,1,Adoption,Foreign,Sole applicant,Male,15-17 years,6
1463,Order granted,2018,1,Adoption,Foreign,Sole applicant,Male,5-9 years,9
1464,Order granted,2018,1,Adoption,Foreign,Sole applicant,Male,Other,6
1465,Order granted,2018,1,Adoption,Foreign,Step parent,Female,10-14 years,3
1466,Order granted,2018,1,Adoption,Foreign,Step parent,Female,5-9 years,3
1467,Order granted,2018,1,Adoption,Foreign,Step parent,Male,1-4 years,3
1468,Order granted,2018,1,Adoption,Foreign,Step parent,Male,10-14 years,6
1469,Order granted,2018,1,Adoption,Foreign,Step parent,Male,15-17 years,6
1470,Order granted,2018,1,Adoption,Foreign,Step parent,Male,5-9 years,3
1471,Order granted,2018,1,Adoption,Foreign,Step parent,Male,Other,3
1472,Order granted,2018,2,Adoption,Foreign,M/F couple,Female,1-4 years,12
1473,Order granted,2018,2,Adoption,Foreign,M/F couple,Female,15-17 years,3
1474,Order granted,2018,2,Adoption,Foreign,M/F couple,Female,5-9 years,6
1475,Order granted,2018,2,Adoption,Foreign,M/F couple,Male,1-4 years,18
1476,Order granted,2018,2,Adoption,Foreign,M/F couple,Male,5-9 years,3
1477,Order granted,2018,2,Adoption,Foreign,Same sex couple,Male,1-4 years,3
1478,Order granted,2018,2,Adoption,Foreign,Same sex couple,Male,5-9 years,3
1479,Order granted,2018,2,Adoption,Foreign,Sole applicant,Female,10-14 years,12
1480,Order granted,2018,2,Adoption,Foreign,Sole applicant,Female,15-17 years,27
1481,Order granted,2018,2,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1482,Order granted,2018,2,Adoption,Foreign,Sole applicant,Male,10-14 years,6
1483,Order granted,2018,2,Adoption,Foreign,Sole applicant,Male,15-17 years,6
1484,Order granted,2018,2,Adoption,Foreign,Sole applicant,Male,5-9 years,9
1485,Order granted,2018,2,Adoption,Foreign,Step parent,Female,10-14 years,15
1486,Order granted,2018,2,Adoption,Foreign,Step parent,Female,5-9 years,9
1487,Order granted,2018,2,Adoption,Foreign,Step parent,Male,10-14 years,6
1488,Order granted,2018,2,Adoption,Foreign,Step parent,Male,15-17 years,3
1489,Order granted,2018,2,Adoption,Foreign,Step parent,Male,5-9 years,3
1490,Order granted,2018,2,Adoption,Foreign,Step parent,Male,Other,6
1491,Order granted,2018,3,Adoption,Foreign,M/F couple,Female,1-4 years,6
1492,Order granted,2018,3,Adoption,Foreign,M/F couple,Female,10-14 years,3
1493,Order granted,2018,3,Adoption,Foreign,M/F couple,Female,15-17 years,6
1494,Order granted,2018,3,Adoption,Foreign,M/F couple,Female,5-9 years,15
1495,Order granted,2018,3,Adoption,Foreign,M/F couple,Male,1-4 years,3
1496,Order granted,2018,3,Adoption,Foreign,M/F couple,Male,10-14 years,3
1497,Order granted,2018,3,Adoption,Foreign,M/F couple,Male,5-9 years,6
1498,Order granted,2018,3,Adoption,Foreign,Other or not stated,Female,1-4 years,3
1499,Order granted,2018,3,Adoption,Foreign,Sole applicant,Female,1-4 years,3
1500,Order granted,2018,3,Adoption,Foreign,Sole applicant,Female,15-17 years,6
1501,Order granted,2018,3,Adoption,Foreign,Sole applicant,Female,5-9 years,6
1502,Order granted,2018,3,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1503,Order granted,2018,3,Adoption,Foreign,Sole applicant,Male,15-17 years,6
1504,Order granted,2018,3,Adoption,Foreign,Sole applicant,Male,5-9 years,3
1505,Order granted,2018,3,Adoption,Foreign,Step parent,Female,10-14 years,6
1506,Order granted,2018,3,Adoption,Foreign,Step parent,Female,5-9 years,6
1507,Order granted,2018,3,Adoption,Foreign,Step parent,Male,10-14 years,3
1508,Order granted,2018,3,Adoption,Foreign,Step parent,Male,15-17 years,3
1509,Order granted,2018,3,Adoption,Foreign,Step parent,Male,5-9 years,3
1510,Order granted,2018,3,Adoption,Foreign,Step parent,Male,Other,3
1511,Order granted,2018,4,Adoption,Foreign,M/F couple,Female,1-4 years,3
1512,Order granted,2018,4,Adoption,Foreign,M/F couple,Male,1-4 years,9
1513,Order granted,2018,4,Adoption,Foreign,M/F couple,Male,5-9 years,9
1514,Order granted,2018,4,Adoption,Foreign,Same sex couple,Male,15-17 years,3
1515,Order granted,2018,4,Adoption,Foreign,Sole applicant,Female,1-4 years,6
1516,Order granted,2018,4,Adoption,Foreign,Sole applicant,Female,10-14 years,18
1517,Order granted,2018,4,Adoption,Foreign,Sole applicant,Female,15-17 years,9
1518,Order granted,2018,4,Adoption,Foreign,Sole applicant,Female,Other,6
1519,Order granted,2018,4,Adoption,Foreign,Sole applicant,Male,1-4 years,3
1520,Order granted,2018,4,Adoption,Foreign,Sole applicant,Male,10-14 years,3
1521,Order granted,2018,4,Adoption,Foreign,Sole applicant,Male,15-17 years,21
1522,Order granted,2018,4,Adoption,Foreign,Sole applicant,Male,5-9 years,3
1523,Order granted,2018,4,Adoption,Foreign,Sole applicant,Male,Other,3
1524,Order granted,2018,4,Adoption,Foreign,Step parent,Female,10-14 years,3
1525,Order granted,2018,4,Adoption,Foreign,Step parent,Female,15-17 years,21
1526,Order granted,2018,4,Adoption,Foreign,Step parent,Male,10-14 years,6
1527,Order granted,2018,4,Adoption,Foreign,Step parent,Male,15-17 years,15
1528,Order granted,2018,4,Adoption,Foreign,Step parent,Male,5-9 years,15
1529,Order granted,2019,1,Adoption,Foreign,M/F couple,Female,1-4 years,9
1530,Order granted,2019,1,Adoption,Foreign,M/F couple,Female,10-14 years,3
1531,Order granted,2019,1,Adoption,Foreign,M/F couple,Female,5-9 years,3
1532,Order granted,2019,1,Adoption,Foreign,M/F couple,Male,1-4 years,3
1533,Order granted,2019,1,Adoption,Foreign,M/F couple,Male,10-14 years,3
1534,Order granted,2019,1,Adoption,Foreign,M/F couple,Male,15-17 years,3
1535,Order granted,2019,1,Adoption,Foreign,M/F couple,Male,5-9 years,9
1536,Order granted,2019,1,Adoption,Foreign,Same sex couple,Female,15-17 years,3
